City,Year,Data_Type,Mode,Share,Source
Novato,2015,Residence,Transit,0.073,ACS_B08301_5YR
Novato,2015,Residence,Walk,0.018,ACS_B08301_5YR
Novato,2015,Residence,Work From Home,0.059,ACS_B08301_5YR
Oakland,2015,Residence,Bicycle,0.031,ACS_B08301_5YR
Oakland,2015,Residence,Carpool,0.111,ACS_B08301_5YR
Oakland,2015,Residence,Drive Alone,0.53,ACS_B08301_5YR
Oakland,2015,Residence,Other,0.019,ACS_B08301_5YR
Oakland,2015,Residence,Transit,0.203,ACS_B08301_5YR
Oakland,2015,Residence,Walk,0.043,ACS_B08301_5YR
Oakland,2015,Residence,Work From Home,0.062,ACS_B08301_5YR
Oakley,2015,Residence,Bicycle,0.002,ACS_B08301_5YR
Oakley,2015,Residence,Carpool,0.123,ACS_B08301_5YR
Oakley,2015,Residence,Drive Alone,0.774,ACS_B08301_5YR
Oakley,2015,Residence,Other,0.02,ACS_B08301_5YR
Oakley,2015,Residence,Transit,0.035,ACS_B08301_5YR
Oakley,2015,Residence,Walk,0.009,ACS_B08301_5YR
Oakley,2015,Residence,Work From Home,0.037,ACS_B08301_5YR
Orinda,2015,Residence,Bicycle,0.003,ACS_B08301_5YR
Orinda,2015,Residence,Carpool,0.054,ACS_B08301_5YR
Orinda,2015,Residence,Drive Alone,0.639,ACS_B08301_5YR
Orinda,2015,Residence,Other,0.005,ACS_B08301_5YR
Orinda,2015,Residence,Transit,0.166,ACS_B08301_5YR
Orinda,2015,Residence,Walk,0.011,ACS_B08301_5YR
Orinda,2015,Residence,Work From Home,0.121,ACS_B08301_5YR
Pacifica,2015,Residence,Bicycle,0.002,ACS_B08301_5YR
Pacifica,2015,Residence,Carpool,0.105,ACS_B08301_5YR
Pacifica,2015,Residence,Drive Alone,0.731,ACS_B08301_5YR
Pacifica,2015,Residence,Other,0.014,ACS_B08301_5YR
Pacifica,2015,Residence,Transit,0.081,ACS_B08301_5YR
Pacifica,2015,Residence,Walk,0.016,ACS_B08301_5YR
Pacifica,2015,Residence,Work From Home,0.05,ACS_B08301_5YR
Palo Alto,2015,Residence,Bicycle,0.092,ACS_B08301_5YR
Palo Alto,2015,Residence,Carpool,0.066,ACS_B08301_5YR
Palo Alto,2015,Residence,Drive Alone,0.646,ACS_B08301_5YR
Palo Alto,2015,Residence,Other,0.009,ACS_B08301_5YR
Palo Alto,2015,Residence,Transit,0.058,ACS_B08301_5YR
Palo Alto,2015,Residence,Walk,0.052,ACS_B08301_5YR
Palo Alto,2015,Residence,Work From Home,0.078,ACS_B08301_5YR
Petaluma,2015,Residence,Bicycle,0.01,ACS_B08301_5YR
Petaluma,2015,Residence,Carpool,0.123,ACS_B08301_5YR
Petaluma,2015,Residence,Drive Alone,0.731,ACS_B08301_5YR
Petaluma,2015,Residence,Other,0.012,ACS_B08301_5YR
Petaluma,2015,Residence,Transit,0.027,ACS_B08301_5YR
Petaluma,2015,Residence,Walk,0.029,ACS_B08301_5YR
Petaluma,2015,Residence,Work From Home,0.07,ACS_B08301_5YR
Piedmont,2015,Residence,Bicycle,0.014,ACS_B08301_5YR
Piedmont,2015,Residence,Carpool,0.141,ACS_B08301_5YR
Piedmont,2015,Residence,Drive Alone,0.581,ACS_B08301_5YR
Piedmont,2015,Residence,Other,0.023,ACS_B08301_5YR
Piedmont,2015,Residence,Transit,0.139,ACS_B08301_5YR
Piedmont,2015,Residence,Walk,0.009,ACS_B08301_5YR
Piedmont,2015,Residence,Work From Home,0.093,ACS_B08301_5YR
Pinole,2015,Residence,Bicycle,0.003,ACS_B08301_5YR
Pinole,2015,Residence,Carpool,0.145,ACS_B08301_5YR
Pinole,2015,Residence,Drive Alone,0.679,ACS_B08301_5YR
Pinole,2015,Residence,Other,0.018,ACS_B08301_5YR
Pinole,2015,Residence,Transit,0.087,ACS_B08301_5YR
Pinole,2015,Residence,Walk,0.01,ACS_B08301_5YR
Pinole,2015,Residence,Work From Home,0.058,ACS_B08301_5YR
Pittsburg,2015,Residence,Bicycle,0.001,ACS_B08301_5YR
Pittsburg,2015,Residence,Carpool,0.182,ACS_B08301_5YR
Pittsburg,2015,Residence,Drive Alone,0.657,ACS_B08301_5YR
Pittsburg,2015,Residence,Other,0.017,ACS_B08301_5YR
Pittsburg,2015,Residence,Transit,0.105,ACS_B08301_5YR
Pittsburg,2015,Residence,Walk,0.011,ACS_B08301_5YR
Pittsburg,2015,Residence,Work From Home,0.027,ACS_B08301_5YR
Pleasant Hill,2015,Residence,Bicycle,0.006,ACS_B08301_5YR
Pleasant Hill,2015,Residence,Carpool,0.083,ACS_B08301_5YR
Pleasant Hill,2015,Residence,Drive Alone,0.681,ACS_B08301_5YR
Pleasant Hill,2015,Residence,Other,0.008,ACS_B08301_5YR
Pleasant Hill,2015,Residence,Transit,0.137,ACS_B08301_5YR
Pleasant Hill,2015,Residence,Walk,0.011,ACS_B08301_5YR
Pleasant Hill,2015,Residence,Work From Home,0.074,ACS_B08301_5YR
Pleasanton,2015,Residence,Bicycle,0.01,ACS_B08301_5YR
Pleasanton,2015,Residence,Carpool,0.077,ACS_B08301_5YR
Pleasanton,2015,Residence,Drive Alone,0.735,ACS_B08301_5YR
Pleasanton,2015,Residence,Other,0.006,ACS_B08301_5YR
Pleasanton,2015,Residence,Transit,0.08,ACS_B08301_5YR
Pleasanton,2015,Residence,Walk,0.02,ACS_B08301_5YR
Pleasanton,2015,Residence,Work From Home,0.072,ACS_B08301_5YR
Portola Valley,2015,Residence,Bicycle,0.01,ACS_B08301_5YR
Portola Valley,2015,Residence,Carpool,0.038,ACS_B08301_5YR
Portola Valley,2015,Residence,Drive Alone,0.735,ACS_B08301_5YR
Portola Valley,2015,Residence,Other,0.035,ACS_B08301_5YR
Portola Valley,2015,Residence,Transit,0.03,ACS_B08301_5YR
Portola Valley,2015,Residence,Walk,0.01,ACS_B08301_5YR
Portola Valley,2015,Residence,Work From Home,0.142,ACS_B08301_5YR
Redwood City,2015,Residence,Bicycle,0.023,ACS_B08301_5YR
Redwood City,2015,Residence,Carpool,0.101,ACS_B08301_5YR
Redwood City,2015,Residence,Drive Alone,0.726,ACS_B08301_5YR
Redwood City,2015,Residence,Other,0.015,ACS_B08301_5YR
Redwood City,2015,Residence,Transit,0.05,ACS_B08301_5YR
Redwood City,2015,Residence,Walk,0.03,ACS_B08301_5YR
Redwood City,2015,Residence,Work From Home,0.055,ACS_B08301_5YR
Richmond,2015,Residence,Bicycle,0.009,ACS_B08301_5YR
Richmond,2015,Residence,Carpool,0.183,ACS_B08301_5YR
Richmond,2015,Residence,Drive Alone,0.6,ACS_B08301_5YR
Richmond,2015,Residence,Other,0.014,ACS_B08301_5YR
Richmond,2015,Residence,Transit,0.14,ACS_B08301_5YR
Richmond,2015,Residence,Walk,0.021,ACS_B08301_5YR
Richmond,2015,Residence,Work From Home,0.033,ACS_B08301_5YR
Rio Vista,2015,Residence,Bicycle,0.008,ACS_B08301_5YR
Rio Vista,2015,Residence,Carpool,0.112,ACS_B08301_5YR
Rio Vista,2015,Residence,Drive Alone,0.755,ACS_B08301_5YR
Rio Vista,2015,Residence,Other,0.006,ACS_B08301_5YR
Rio Vista,2015,Residence,Transit,0.047,ACS_B08301_5YR
Rio Vista,2015,Residence,Walk,0.039,ACS_B08301_5YR
Rio Vista,2015,Residence,Work From Home,0.032,ACS_B08301_5YR
Rohnert Park,2015,Residence,Bicycle,0.013,ACS_B08301_5YR
Rohnert Park,2015,Residence,Carpool,0.096,ACS_B08301_5YR
Rohnert Park,2015,Residence,Drive Alone,0.81,ACS_B08301_5YR
Rohnert Park,2015,Residence,Other,0.016,ACS_B08301_5YR
Rohnert Park,2015,Residence,Transit,0.021,ACS_B08301_5YR
Rohnert Park,2015,Residence,Walk,0.011,ACS_B08301_5YR
Rohnert Park,2015,Residence,Work From Home,0.034,ACS_B08301_5YR
Ross,2015,Residence,Bicycle,0.035,ACS_B08301_5YR
Ross,2015,Residence,Carpool,0.019,ACS_B08301_5YR
Ross,2015,Residence,Drive Alone,0.554,ACS_B08301_5YR
Ross,2015,Residence,Other,0.016,ACS_B08301_5YR
Ross,2015,Residence,Transit,0.091,ACS_B08301_5YR
Ross,2015,Residence,Walk,0.05,ACS_B08301_5YR
Ross,2015,Residence,Work From Home,0.235,ACS_B08301_5YR
San Anselmo,2015,Residence,Bicycle,0.037,ACS_B08301_5YR
San Anselmo,2015,Residence,Carpool,0.072,ACS_B08301_5YR
San Anselmo,2015,Residence,Drive Alone,0.61,ACS_B08301_5YR
San Anselmo,2015,Residence,Other,0.01,ACS_B08301_5YR
San Anselmo,2015,Residence,Transit,0.122,ACS_B08301_5YR
San Anselmo,2015,Residence,Walk,0.054,ACS_B08301_5YR
San Anselmo,2015,Residence,Work From Home,0.096,ACS_B08301_5YR
San Bruno,2015,Residence,Bicycle,0.003,ACS_B08301_5YR
San Bruno,2015,Residence,Carpool,0.118,ACS_B08301_5YR
San Bruno,2015,Residence,Drive Alone,0.704,ACS_B08301_5YR
San Bruno,2015,Residence,Other,0.01,ACS_B08301_5YR
San Bruno,2015,Residence,Transit,0.116,ACS_B08301_5YR
San Bruno,2015,Residence,Walk,0.025,ACS_B08301_5YR
San Bruno,2015,Residence,Work From Home,0.023,ACS_B08301_5YR
San Carlos,2015,Residence,Bicycle,0.009,ACS_B08301_5YR
San Carlos,2015,Residence,Carpool,0.072,ACS_B08301_5YR
San Carlos,2015,Residence,Drive Alone,0.764,ACS_B08301_5YR
San Carlos,2015,Residence,Other,0.011,ACS_B08301_5YR
San Carlos,2015,Residence,Transit,0.053,ACS_B08301_5YR
San Carlos,2015,Residence,Walk,0.011,ACS_B08301_5YR
San Carlos,2015,Residence,Work From Home,0.081,ACS_B08301_5YR
San Francisco,2015,Residence,Bicycle,0.04,ACS_B08301_5YR
San Francisco,2015,Residence,Carpool,0.073,ACS_B08301_5YR
San Francisco,2015,Residence,Drive Alone,0.359,ACS_B08301_5YR
San Francisco,2015,Residence,Other,0.025,ACS_B08301_5YR
San Francisco,2015,Residence,Transit,0.331,ACS_B08301_5YR
San Francisco,2015,Residence,Walk,0.104,ACS_B08301_5YR
San Francisco,2015,Residence,Work From Home,0.069,ACS_B08301_5YR
San Jose,2015,Residence,Bicycle,0.01,ACS_B08301_5YR
San Jose,2015,Residence,Carpool,0.113,ACS_B08301_5YR
San Jose,2015,Residence,Drive Alone,0.771,ACS_B08301_5YR
San Jose,2015,Residence,Other,0.012,ACS_B08301_5YR
San Jose,2015,Residence,Transit,0.039,ACS_B08301_5YR
San Jose,2015,Residence,Walk,0.016,ACS_B08301_5YR
San Jose,2015,Residence,Work From Home,0.039,ACS_B08301_5YR
San Leandro,2015,Residence,Bicycle,0.009,ACS_B08301_5YR
San Leandro,2015,Residence,Carpool,0.099,ACS_B08301_5YR
San Leandro,2015,Residence,Drive Alone,0.704,ACS_B08301_5YR
San Leandro,2015,Residence,Other,0.015,ACS_B08301_5YR
San Leandro,2015,Residence,Transit,0.124,ACS_B08301_5YR
San Leandro,2015,Residence,Walk,0.019,ACS_B08301_5YR
San Leandro,2015,Residence,Work From Home,0.031,ACS_B08301_5YR
San Mateo,2015,Residence,Bicycle,0.018,ACS_B08301_5YR
San Mateo,2015,Residence,Carpool,0.104,ACS_B08301_5YR
San Mateo,2015,Residence,Drive Alone,0.696,ACS_B08301_5YR
San Mateo,2015,Residence,Other,0.014,ACS_B08301_5YR
San Mateo,2015,Residence,Transit,0.092,ACS_B08301_5YR
San Mateo,2015,Residence,Walk,0.031,ACS_B08301_5YR
San Mateo,2015,Residence,Work From Home,0.047,ACS_B08301_5YR
San Pablo,2015,Residence,Bicycle,0.002,ACS_B08301_5YR
San Pablo,2015,Residence,Carpool,0.195,ACS_B08301_5YR
San Pablo,2015,Residence,Drive Alone,0.608,ACS_B08301_5YR
San Pablo,2015,Residence,Other,0.008,ACS_B08301_5YR
San Pablo,2015,Residence,Transit,0.135,ACS_B08301_5YR
San Pablo,2015,Residence,Walk,0.034,ACS_B08301_5YR
San Pablo,2015,Residence,Work From Home,0.017,ACS_B08301_5YR
San Rafael,2015,Residence,Bicycle,0.022,ACS_B08301_5YR
San Rafael,2015,Residence,Carpool,0.12,ACS_B08301_5YR
San Rafael,2015,Residence,Drive Alone,0.613,ACS_B08301_5YR
San Rafael,2015,Residence,Other,0.013,ACS_B08301_5YR
San Rafael,2015,Residence,Transit,0.115,ACS_B08301_5YR
San Rafael,2015,Residence,Walk,0.043,ACS_B08301_5YR
San Rafael,2015,Residence,Work From Home,0.073,ACS_B08301_5YR
San Ramon,2015,Residence,Bicycle,0.003,ACS_B08301_5YR
San Ramon,2015,Residence,Carpool,0.075,ACS_B08301_5YR
San Ramon,2015,Residence,Drive Alone,0.763,ACS_B08301_5YR
San Ramon,2015,Residence,Other,0.01,ACS_B08301_5YR
San Ramon,2015,Residence,Transit,0.054,ACS_B08301_5YR
San Ramon,2015,Residence,Walk,0.014,ACS_B08301_5YR
San Ramon,2015,Residence,Work From Home,0.081,ACS_B08301_5YR
Santa Clara,2015,Residence,Bicycle,0.017,ACS_B08301_5YR
Santa Clara,2015,Residence,Carpool,0.097,ACS_B08301_5YR
Santa Clara,2015,Residence,Drive Alone,0.765,ACS_B08301_5YR
Santa Clara,2015,Residence,Other,0.009,ACS_B08301_5YR
Santa Clara,2015,Residence,Transit,0.04,ACS_B08301_5YR
Santa Clara,2015,Residence,Walk,0.032,ACS_B08301_5YR
Santa Clara,2015,Residence,Work From Home,0.041,ACS_B08301_5YR
Santa Rosa,2015,Residence,Bicycle,0.012,ACS_B08301_5YR
Santa Rosa,2015,Residence,Carpool,0.102,ACS_B08301_5YR
Santa Rosa,2015,Residence,Drive Alone,0.784,ACS_B08301_5YR
Santa Rosa,2015,Residence,Other,0.01,ACS_B08301_5YR
Santa Rosa,2015,Residence,Transit,0.019,ACS_B08301_5YR
Santa Rosa,2015,Residence,Walk,0.028,ACS_B08301_5YR
Santa Rosa,2015,Residence,Work From Home,0.045,ACS_B08301_5YR
Saratoga,2015,Residence,Bicycle,0.004,ACS_B08301_5YR
Saratoga,2015,Residence,Carpool,0.068,ACS_B08301_5YR
Saratoga,2015,Residence,Drive Alone,0.814,ACS_B08301_5YR
Saratoga,2015,Residence,Other,0.003,ACS_B08301_5YR
Saratoga,2015,Residence,Transit,0.011,ACS_B08301_5YR
Saratoga,2015,Residence,Walk,0.006,ACS_B08301_5YR
Saratoga,2015,Residence,Work From Home,0.094,ACS_B08301_5YR
Sausalito,2015,Residence,Bicycle,0.043,ACS_B08301_5YR
Sausalito,2015,Residence,Carpool,0.061,ACS_B08301_5YR
Sausalito,2015,Residence,Drive Alone,0.545,ACS_B08301_5YR
Sausalito,2015,Residence,Other,0.002,ACS_B08301_5YR
Sausalito,2015,Residence,Transit,0.171,ACS_B08301_5YR
Sausalito,2015,Residence,Walk,0.031,ACS_B08301_5YR
Sausalito,2015,Residence,Work From Home,0.147,ACS_B08301_5YR
Sebastopol,2015,Residence,Bicycle,0.017,ACS_B08301_5YR
Sebastopol,2015,Residence,Carpool,0.098,ACS_B08301_5YR
Sebastopol,2015,Residence,Drive Alone,0.7,ACS_B08301_5YR
Sebastopol,2015,Residence,Other,0.005,ACS_B08301_5YR
Sebastopol,2015,Residence,Transit,0.024,ACS_B08301_5YR
Sebastopol,2015,Residence,Walk,0.084,ACS_B08301_5YR
Sebastopol,2015,Residence,Work From Home,0.071,ACS_B08301_5YR
Sonoma,2015,Residence,Bicycle,0.015,ACS_B08301_5YR
Sonoma,2015,Residence,Carpool,0.119,ACS_B08301_5YR
Sonoma,2015,Residence,Drive Alone,0.695,ACS_B08301_5YR
Sonoma,2015,Residence,Other,0.005,ACS_B08301_5YR
Sonoma,2015,Residence,Transit,0.012,ACS_B08301_5YR
Sonoma,2015,Residence,Walk,0.064,ACS_B08301_5YR
Sonoma,2015,Residence,Work From Home,0.092,ACS_B08301_5YR
South San Francisco,2015,Residence,Bicycle,0.006,ACS_B08301_5YR
South San Francisco,2015,Residence,Carpool,0.128,ACS_B08301_5YR
South San Francisco,2015,Residence,Drive Alone,0.697,ACS_B08301_5YR
South San Francisco,2015,Residence,Other,0.01,ACS_B08301_5YR
South San Francisco,2015,Residence,Transit,0.112,ACS_B08301_5YR
South San Francisco,2015,Residence,Walk,0.023,ACS_B08301_5YR
South San Francisco,2015,Residence,Work From Home,0.022,ACS_B08301_5YR
St. Helena,2015,Residence,Bicycle,0.016,ACS_B08301_5YR
St. Helena,2015,Residence,Carpool,0.027,ACS_B08301_5YR
St. Helena,2015,Residence,Drive Alone,0.803,ACS_B08301_5YR
St. Helena,2015,Residence,Other,0,ACS_B08301_5YR
St. Helena,2015,Residence,Transit,0.008,ACS_B08301_5YR
St. Helena,2015,Residence,Walk,0.078,ACS_B08301_5YR
St. Helena,2015,Residence,Work From Home,0.068,ACS_B08301_5YR
Suisun City,2015,Residence,Bicycle,0.006,ACS_B08301_5YR
Suisun City,2015,Residence,Carpool,0.149,ACS_B08301_5YR
Suisun City,2015,Residence,Drive Alone,0.743,ACS_B08301_5YR
Suisun City,2015,Residence,Other,0.007,ACS_B08301_5YR
Suisun City,2015,Residence,Transit,0.038,ACS_B08301_5YR
Suisun City,2015,Residence,Walk,0.025,ACS_B08301_5YR
Suisun City,2015,Residence,Work From Home,0.032,ACS_B08301_5YR
Sunnyvale,2015,Residence,Bicycle,0.017,ACS_B08301_5YR
Sunnyvale,2015,Residence,Carpool,0.098,ACS_B08301_5YR
Sunnyvale,2015,Residence,Drive Alone,0.757,ACS_B08301_5YR
Sunnyvale,2015,Residence,Other,0.018,ACS_B08301_5YR
Sunnyvale,2015,Residence,Transit,0.056,ACS_B08301_5YR
Sunnyvale,2015,Residence,Walk,0.013,ACS_B08301_5YR
Sunnyvale,2015,Residence,Work From Home,0.042,ACS_B08301_5YR
Tiburon,2015,Residence,Bicycle,0.014,ACS_B08301_5YR
Tiburon,2015,Residence,Carpool,0.086,ACS_B08301_5YR
Tiburon,2015,Residence,Drive Alone,0.547,ACS_B08301_5YR
Tiburon,2015,Residence,Other,0.029,ACS_B08301_5YR
Tiburon,2015,Residence,Transit,0.135,ACS_B08301_5YR
Tiburon,2015,Residence,Walk,0.02,ACS_B08301_5YR
Tiburon,2015,Residence,Work From Home,0.17,ACS_B08301_5YR
Union City,2015,Residence,Bicycle,0.002,ACS_B08301_5YR
Union City,2015,Residence,Carpool,0.115,ACS_B08301_5YR
Union City,2015,Residence,Drive Alone,0.737,ACS_B08301_5YR
Union City,2015,Residence,Other,0.01,ACS_B08301_5YR
Union City,2015,Residence,Transit,0.087,ACS_B08301_5YR
Union City,2015,Residence,Walk,0.015,ACS_B08301_5YR
Union City,2015,Residence,Work From Home,0.035,ACS_B08301_5YR
Vacaville,2015,Residence,Bicycle,0.006,ACS_B08301_5YR
Vacaville,2015,Residence,Carpool,0.104,ACS_B08301_5YR
Vacaville,2015,Residence,Drive Alone,0.831,ACS_B08301_5YR
Vacaville,2015,Residence,Other,0.009,ACS_B08301_5YR
Vacaville,2015,Residence,Transit,0.008,ACS_B08301_5YR
Vacaville,2015,Residence,Walk,0.012,ACS_B08301_5YR
Vacaville,2015,Residence,Work From Home,0.031,ACS_B08301_5YR
Vallejo,2015,Residence,Bicycle,0.004,ACS_B08301_5YR
Vallejo,2015,Residence,Carpool,0.158,ACS_B08301_5YR
Vallejo,2015,Residence,Drive Alone,0.734,ACS_B08301_5YR
Vallejo,2015,Residence,Other,0.011,ACS_B08301_5YR
Vallejo,2015,Residence,Transit,0.041,ACS_B08301_5YR
Vallejo,2015,Residence,Walk,0.014,ACS_B08301_5YR
Vallejo,2015,Residence,Work From Home,0.039,ACS_B08301_5YR
Walnut Creek,2015,Residence,Bicycle,0.007,ACS_B08301_5YR
Walnut Creek,2015,Residence,Carpool,0.052,ACS_B08301_5YR
Walnut Creek,2015,Residence,Drive Alone,0.658,ACS_B08301_5YR
Walnut Creek,2015,Residence,Other,0.012,ACS_B08301_5YR
Walnut Creek,2015,Residence,Transit,0.159,ACS_B08301_5YR
Walnut Creek,2015,Residence,Walk,0.031,ACS_B08301_5YR
Walnut Creek,2015,Residence,Work From Home,0.081,ACS_B08301_5YR
Windsor,2015,Residence,Bicycle,0.006,ACS_B08301_5YR
Windsor,2015,Residence,Carpool,0.106,ACS_B08301_5YR
Windsor,2015,Residence,Drive Alone,0.789,ACS_B08301_5YR
Windsor,2015,Residence,Other,0.012,ACS_B08301_5YR
Windsor,2015,Residence,Transit,0.012,ACS_B08301_5YR
Windsor,2015,Residence,Walk,0.023,ACS_B08301_5YR
Windsor,2015,Residence,Work From Home,0.052,ACS_B08301_5YR
Woodside,2015,Residence,Bicycle,0.013,ACS_B08301_5YR
Woodside,2015,Residence,Carpool,0.018,ACS_B08301_5YR
Woodside,2015,Residence,Drive Alone,0.782,ACS_B08301_5YR
Woodside,2015,Residence,Other,0.011,ACS_B08301_5YR
Woodside,2015,Residence,Transit,0.044,ACS_B08301_5YR
Woodside,2015,Residence,Walk,0.015,ACS_B08301_5YR
Woodside,2015,Residence,Work From Home,0.118,ACS_B08301_5YR
Yountville,2015,Residence,Bicycle,0.005,ACS_B08301_5YR
Yountville,2015,Residence,Carpool,0.049,ACS_B08301_5YR
Yountville,2015,Residence,Drive Alone,0.632,ACS_B08301_5YR
Yountville,2015,Residence,Other,0.014,ACS_B08301_5YR
Yountville,2015,Residence,Transit,0,ACS_B08301_5YR
Yountville,2015,Residence,Walk,0.102,ACS_B08301_5YR
Yountville,2015,Residence,Work From Home,0.198,ACS_B08301_5YR
Alameda,2016,Residence,Bicycle,0.017,ACS_B08301_5YR
Alameda,2016,Residence,Carpool,0.089,ACS_B08301_5YR
Alameda,2016,Residence,Drive Alone,0.588,ACS_B08301_5YR
Alameda,2016,Residence,Other,0.024,ACS_B08301_5YR
Alameda,2016,Residence,Transit,0.18,ACS_B08301_5YR
Alameda,2016,Residence,Walk,0.033,ACS_B08301_5YR
Alameda,2016,Residence,Work From Home,0.069,ACS_B08301_5YR
Albany,2016,Residence,Bicycle,0.061,ACS_B08301_5YR
Albany,2016,Residence,Carpool,0.081,ACS_B08301_5YR
Albany,2016,Residence,Drive Alone,0.445,ACS_B08301_5YR
Albany,2016,Residence,Other,0.015,ACS_B08301_5YR
Albany,2016,Residence,Transit,0.255,ACS_B08301_5YR
Albany,2016,Residence,Walk,0.054,ACS_B08301_5YR
Albany,2016,Residence,Work From Home,0.089,ACS_B08301_5YR
American Canyon,2016,Residence,Bicycle,0.002,ACS_B08301_5YR
American Canyon,2016,Residence,Carpool,0.139,ACS_B08301_5YR
American Canyon,2016,Residence,Drive Alone,0.794,ACS_B08301_5YR
American Canyon,2016,Residence,Other,0.005,ACS_B08301_5YR
American Canyon,2016,Residence,Transit,0.017,ACS_B08301_5YR
American Canyon,2016,Residence,Walk,0.011,ACS_B08301_5YR
American Canyon,2016,Residence,Work From Home,0.032,ACS_B08301_5YR
Antioch,2016,Residence,Bicycle,0.005,ACS_B08301_5YR
Antioch,2016,Residence,Carpool,0.164,ACS_B08301_5YR
Antioch,2016,Residence,Drive Alone,0.688,ACS_B08301_5YR
Antioch,2016,Residence,Other,0.015,ACS_B08301_5YR
Antioch,2016,Residence,Transit,0.078,ACS_B08301_5YR
Antioch,2016,Residence,Walk,0.011,ACS_B08301_5YR
Antioch,2016,Residence,Work From Home,0.04,ACS_B08301_5YR
Atherton,2016,Residence,Bicycle,0.006,ACS_B08301_5YR
Atherton,2016,Residence,Carpool,0.08,ACS_B08301_5YR
Atherton,2016,Residence,Drive Alone,0.704,ACS_B08301_5YR
Atherton,2016,Residence,Other,0.004,ACS_B08301_5YR
Atherton,2016,Residence,Transit,0.048,ACS_B08301_5YR
Atherton,2016,Residence,Walk,0.02,ACS_B08301_5YR
Atherton,2016,Residence,Work From Home,0.138,ACS_B08301_5YR
Belmont,2016,Residence,Bicycle,0.007,ACS_B08301_5YR
Belmont,2016,Residence,Carpool,0.106,ACS_B08301_5YR
Belmont,2016,Residence,Drive Alone,0.725,ACS_B08301_5YR
Belmont,2016,Residence,Other,0.015,ACS_B08301_5YR
Belmont,2016,Residence,Transit,0.062,ACS_B08301_5YR
Belmont,2016,Residence,Walk,0.015,ACS_B08301_5YR
Belmont,2016,Residence,Work From Home,0.07,ACS_B08301_5YR
Belvedere,2016,Residence,Bicycle,0.006,ACS_B08301_5YR
Belvedere,2016,Residence,Carpool,0.075,ACS_B08301_5YR
Belvedere,2016,Residence,Drive Alone,0.52,ACS_B08301_5YR
Belvedere,2016,Residence,Other,0.036,ACS_B08301_5YR
Belvedere,2016,Residence,Transit,0.184,ACS_B08301_5YR
Belvedere,2016,Residence,Walk,0.036,ACS_B08301_5YR
Belvedere,2016,Residence,Work From Home,0.144,ACS_B08301_5YR
Benicia,2016,Residence,Bicycle,0.004,ACS_B08301_5YR
Benicia,2016,Residence,Carpool,0.103,ACS_B08301_5YR
Benicia,2016,Residence,Drive Alone,0.752,ACS_B08301_5YR
Benicia,2016,Residence,Other,0.01,ACS_B08301_5YR
Benicia,2016,Residence,Transit,0.056,ACS_B08301_5YR
Benicia,2016,Residence,Walk,0.014,ACS_B08301_5YR
Benicia,2016,Residence,Work From Home,0.062,ACS_B08301_5YR
Berkeley,2016,Residence,Bicycle,0.082,ACS_B08301_5YR
Berkeley,2016,Residence,Carpool,0.066,ACS_B08301_5YR
Berkeley,2016,Residence,Drive Alone,0.325,ACS_B08301_5YR
Berkeley,2016,Residence,Other,0.016,ACS_B08301_5YR
Berkeley,2016,Residence,Transit,0.229,ACS_B08301_5YR
Berkeley,2016,Residence,Walk,0.173,ACS_B08301_5YR
Berkeley,2016,Residence,Work From Home,0.109,ACS_B08301_5YR
Brentwood,2016,Residence,Bicycle,0.003,ACS_B08301_5YR
Brentwood,2016,Residence,Carpool,0.127,ACS_B08301_5YR
Brentwood,2016,Residence,Drive Alone,0.757,ACS_B08301_5YR
Brentwood,2016,Residence,Other,0.017,ACS_B08301_5YR
Brentwood,2016,Residence,Transit,0.027,ACS_B08301_5YR
Brentwood,2016,Residence,Walk,0.011,ACS_B08301_5YR
Brentwood,2016,Residence,Work From Home,0.059,ACS_B08301_5YR
Brisbane,2016,Residence,Bicycle,0.013,ACS_B08301_5YR
Brisbane,2016,Residence,Carpool,0.126,ACS_B08301_5YR
Brisbane,2016,Residence,Drive Alone,0.587,ACS_B08301_5YR
Brisbane,2016,Residence,Other,0.025,ACS_B08301_5YR
Brisbane,2016,Residence,Transit,0.141,ACS_B08301_5YR
Brisbane,2016,Residence,Walk,0.047,ACS_B08301_5YR
Brisbane,2016,Residence,Work From Home,0.062,ACS_B08301_5YR
Burlingame,2016,Residence,Bicycle,0.003,ACS_B08301_5YR
Burlingame,2016,Residence,Carpool,0.08,ACS_B08301_5YR
Burlingame,2016,Residence,Drive Alone,0.678,ACS_B08301_5YR
Burlingame,2016,Residence,Other,0.006,ACS_B08301_5YR
Burlingame,2016,Residence,Transit,0.153,ACS_B08301_5YR
Burlingame,2016,Residence,Walk,0.024,ACS_B08301_5YR
Burlingame,2016,Residence,Work From Home,0.056,ACS_B08301_5YR
Calistoga,2016,Residence,Bicycle,0.024,ACS_B08301_5YR
Calistoga,2016,Residence,Carpool,0.181,ACS_B08301_5YR
Calistoga,2016,Residence,Drive Alone,0.672,ACS_B08301_5YR
Calistoga,2016,Residence,Other,0.014,ACS_B08301_5YR
Calistoga,2016,Residence,Transit,0.001,ACS_B08301_5YR
Calistoga,2016,Residence,Walk,0.093,ACS_B08301_5YR
Calistoga,2016,Residence,Work From Home,0.015,ACS_B08301_5YR
Campbell,2016,Residence,Bicycle,0.012,ACS_B08301_5YR
Campbell,2016,Residence,Carpool,0.069,ACS_B08301_5YR
